Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Provided Email Address,Year Patron Registered
0,Adult,222,90,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,m6,Mission,Jul,2023,TRUE,2014
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2020
0,Adult,7,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,35,15,35 to 44 years,s7,Sunset,Jun,2023,TRUE,2010
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jun,2023,TRUE,2014
3,Senior,10,0,65 to 74 years,r3,Richmond,Jan,2023,TRUE,2022
0,Adult,6,6,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2018
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,3,2,25 to 34 years,m6,Mission,May,2023,TRUE,2018
0,Adult,0,0,20 to 24 years,s7,Sunset,,,TRUE,2023
0,Adult,1,0,20 to 24 years,s7,Sunset,Oct,2022,TRUE,2022
0,Adult,29,20,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2018
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2022,FALSE,2020
0,Adult,0,0,45 to 54 years,c2,Chinatown,Mar,2020,TRUE,2019
0,Adult,10,13,25 to 34 years,r3,Richmond,Feb,2021,TRUE,2018
0,Adult,21,0,45 to 54 years,m6,Mission,Aug,2021,FALSE,2019
3,Senior,0,0,65 to 74 years,m6,Mission,,,TRUE,2022
0,Adult,288,215,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2011
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jan,2023,TRUE,2020
0,Adult,2,2,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2016
0,Adult,0,0,55 to 59 years,r3,Richmond,Jun,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,c2,Chinatown,Feb,2023,TRUE,2020
0,Adult,30,17,45 to 54 years,m6,Mission,Jul,2023,TRUE,2010
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2019
3,Senior,0,0,65 to 74 years,c2,Chinatown,Dec,2022,TRUE,2017
3,Senior,0,0,75 years and over,c2,Chinatown,Apr,2021,TRUE,2017
0,Adult,0,0,20 to 24 years,r3,Richmond,,,TRUE,2019
0,Adult,1,3,25 to 34 years,m6,Mission,Apr,2021,TRUE,2020
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,6,6,20 to 24 years,c2,Chinatown,Apr,2023,TRUE,2022
0,Adult,4,0,35 to 44 years,m6,Mission,Jan,2023,TRUE,2023
0,Adult,1753,2023,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2004
0,Adult,0,0,55 to 59 years,c2,Chinatown,Sep,2022,TRUE,2017
0,Adult,0,0,45 to 54 years,c2,Chinatown,Sep,2022,TRUE,2017
2,Teen,0,0,10 to 19 years,c2,Chinatown,Dec,2021,TRUE,2017
0,Adult,0,0,20 to 24 years,c2,Chinatown,Dec,2021,TRUE,2017
0,Adult,8,11,45 to 54 years,c2,Chinatown,Jun,2023,TRUE,2019
3,Senior,144,4,65 to 74 years,r3,Richmond,Jun,2023,TRUE,2009
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2021
0,Adult,0,0,25 to 34 years,r3,Richmond,,,TRUE,2019
0,Adult,0,0,45 to 54 years,c2,Chinatown,May,2023,TRUE,2022
0,Adult,1,1,25 to 34 years,m6,Mission,Jun,2021,TRUE,2016
3,Senior,0,0,75 years and over,m6,Mission,Jul,2023,TRUE,2015
0,Adult,0,0,60 to 64 years,r3,Richmond,Jun,2023,TRUE,2014
0,Adult,0,0,45 to 54 years,c2,Chinatown,Oct,2022,TRUE,2015
3,Senior,0,0,65 to 74 years,c2,Chinatown,Dec,2022,TRUE,2014
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,0,0,35 to 44 years,m6,Mission,Feb,2020,TRUE,2019
0,Adult,5,1,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2015
0,Adult,2,0,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,115,45,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2007
0,Adult,365,547,45 to 54 years,s7,Sunset,Jul,2023,TRUE,2008
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,c2,Chinatown,Aug,2019,TRUE,2019
0,Adult,23,16,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2008
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2022,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,6,12,25 to 34 years,m6,Mission,Jul,2023,TRUE,2020
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2015
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2013
0,Adult,1,2,25 to 34 years,s7,Sunset,May,2022,TRUE,2018
0,Adult,0,0,20 to 24 years,r3,Richmond,Jun,2023,TRUE,2023
0,Adult,1,0,35 to 44 years,m6,Mission,Jan,2021,TRUE,2019
0,Adult,0,0,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,r3,Richmond,,,TRUE,2019
3,Senior,48,4,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2015
3,Senior,0,0,75 years and over,s7,Sunset,Oct,2022,FALSE,2022
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2018
0,Adult,6,11,20 to 24 years,r3,Richmond,Dec,2020,TRUE,2018
0,Adult,68,101,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2022
0,Adult,10,27,20 to 24 years,s7,Sunset,Jun,2023,TRUE,2022
0,Adult,25,30,35 to 44 years,s7,Sunset,Jun,2023,TRUE,2022
0,Adult,2,1,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2022
0,Adult,0,0,60 to 64 years,r3,Richmond,Dec,2022,TRUE,2015
0,Adult,23,3,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2014
3,Senior,1,0,65 to 74 years,c2,Chinatown,May,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2023
0,Adult,22,15,35 to 44 years,m6,Mission,Apr,2021,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2009
0,Adult,0,0,35 to 44 years,m6,Mission,Feb,2023,TRUE,2023
0,Adult,141,307,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2020
0,Adult,1,0,25 to 34 years,s7,Sunset,Jun,2023,TRUE,2022
0,Adult,0,0,60 to 64 years,c2,Chinatown,Aug,2022,TRUE,2017
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,s7,Sunset,Aug,2022,TRUE,2018
0,Adult,0,0,25 to 34 years,s7,Sunset,May,2023,FALSE,2019
0,Adult,0,0,25 to 34 years,s7,Sunset,May,2023,FALSE,2019
0,Adult,7,0,45 to 54 years,c2,Chinatown,Dec,2021,TRUE,2018
3,Senior,22,6,65 to 74 years,s7,Sunset,Nov,2019,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Feb,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2020
0,Adult,0,0,25 to 34 years,c2,Chinatown,,,TRUE,2019
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2020
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2018
2,Teen,0,0,10 to 19 years,c2,Chinatown,Jun,2023,TRUE,2018
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2019
1,Juvenile,0,0,0 to 9 years,c2,Chinatown,Jun,2023,TRUE,2019
3,Senior,8,8,65 to 74 years,r3,Richmond,Dec,2021,TRUE,2021
0,Adult,0,0,45 to 54 years,s7,Sunset,Jul,2023,TRUE,2022
0,Adult,3,13,25 to 34 years,c2,Chinatown,May,2023,TRUE,2021
0,Adult,0,0,25 to 34 years,s7,Sunset,Jun,2023,TRUE,2023
3,Senior,0,0,65 to 74 years,s7,Sunset,Mar,2023,FALSE,2023
0,Adult,0,0,35 to 44 years,m6,Mission,Dec,2019,TRUE,2019
0,Adult,8,10,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,2,6,20 to 24 years,c2,Chinatown,May,2022,TRUE,2022
0,Adult,7,7,20 to 24 years,c2,Chinatown,Jun,2022,TRUE,2022
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2023
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2023
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,0,0,20 to 24 years,s7,Sunset,Aug,2022,TRUE,2022
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jan,2023,TRUE,2021
0,Adult,0,0,25 to 34 years,r3,Richmond,,,TRUE,2019
0,Adult,0,0,20 to 24 years,s7,Sunset,Aug,2022,TRUE,2022
0,Adult,0,0,55 to 59 years,s7,Sunset,Jul,2023,TRUE,2016
0,Adult,20,8,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2019
3,Senior,39,4,65 to 74 years,r3,Richmond,Sep,2021,TRUE,2017
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,22,0,60 to 64 years,s7,Sunset,Feb,2022,TRUE,2022
0,Adult,53,82,35 to 44 years,s7,Sunset,Jun,2021,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2022
0,Adult,202,137,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2021
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,0,0,55 to 59 years,r3,Richmond,Nov,2021,TRUE,2021
0,Adult,0,0,25 to 34 years,s7,Sunset,,,TRUE,2020
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,0,0,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,17,5,35 to 44 years,s7,Sunset,Mar,2023,TRUE,2009
0,Adult,10,25,25 to 34 years,m6,Mission,May,2023,TRUE,2014
0,Adult,75,64,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,c2,Chinatown,Oct,2022,TRUE,2015
2,Teen,0,0,10 to 19 years,c2,Chinatown,Jan,2022,TRUE,2015
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2019
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2019
3,Senior,0,0,65 to 74 years,r3,Richmond,Jun,2022,TRUE,2019
0,Adult,0,0,45 to 54 years,s7,Sunset,Jul,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,s7,Sunset,Jun,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,c2,Chinatown,May,2023,TRUE,2022
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,c2,Chinatown,May,2023,TRUE,2017
0,Adult,3,5,35 to 44 years,m6,Mission,Jun,2023,TRUE,2008
3,Senior,0,0,65 to 74 years,m6,Mission,Dec,2020,TRUE,2016
0,Adult,4,9,25 to 34 years,m6,Mission,Sep,2022,TRUE,2018
0,Adult,0,0,25 to 34 years,c2,Chinatown,,,TRUE,2022
0,Adult,0,0,25 to 34 years,c2,Chinatown,Oct,2019,TRUE,2019
0,Adult,0,0,60 to 64 years,m6,Mission,Jul,2023,TRUE,2020
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,TRUE,2022
3,Senior,0,0,75 years and over,c2,Chinatown,Jun,2023,TRUE,2019
0,Adult,7,13,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2016
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2016
0,Adult,0,0,45 to 54 years,r3,Richmond,Jun,2023,TRUE,2016
0,Adult,0,0,45 to 54 years,r3,Richmond,Sep,2022,TRUE,2013
0,Adult,4480,734,45 to 54 years,m6,Mission,Jul,2023,TRUE,2005
0,Adult,0,0,55 to 59 years,c2,Chinatown,May,2023,TRUE,2017
0,Adult,0,0,55 to 59 years,r3,Richmond,,,TRUE,2022
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2019,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,81,112,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2013
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2014
2,Teen,0,0,10 to 19 years,m6,Mission,,,TRUE,2022
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2022
3,Senior,0,0,75 years and over,m6,Mission,,,TRUE,2022
2,Teen,0,0,10 to 19 years,m6,Mission,,,TRUE,2022
0,Adult,7,0,45 to 54 years,m6,Mission,Jun,2022,FALSE,2003
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,0,0,25 to 34 years,c2,Chinatown,Dec,2019,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,FALSE,2022
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,0,0,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2018
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2022,TRUE,2018
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2018
0,Adult,0,0,35 to 44 years,s7,Sunset,Apr,2022,TRUE,2018
0,Adult,0,0,45 to 54 years,m6,Mission,Jan,2020,TRUE,2020
0,Adult,1,0,60 to 64 years,r3,Richmond,Jun,2022,TRUE,2014
0,Adult,0,0,25 to 34 years,s7,Sunset,Feb,2023,TRUE,2017
0,Adult,1,0,25 to 34 years,m6,Mission,Sep,2022,TRUE,2022
2,Teen,0,0,10 to 19 years,c2,Chinatown,Sep,2022,TRUE,2022
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2015
0,Adult,0,0,10 to 19 years,r3,Richmond,Oct,2022,TRUE,2022
3,Senior,0,0,75 years and over,s7,Sunset,Jul,2023,TRUE,2019
3,Senior,59,76,65 to 74 years,r3,Richmond,Apr,2023,TRUE,2016
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2014
3,Senior,10,2,65 to 74 years,m6,Mission,Jul,2023,TRUE,2008
0,Adult,4,0,35 to 44 years,m6,Mission,Jan,2020,TRUE,2020
0,Adult,0,0,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2015
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2016
0,Adult,30,0,25 to 34 years,m6,Mission,Jun,2021,TRUE,2016
3,Senior,0,0,75 years and over,m6,Mission,Jul,2023,TRUE,2016
0,Adult,4,0,35 to 44 years,s7,Sunset,Mar,2023,TRUE,2019
0,Adult,0,0,20 to 24 years,m6,Mission,,,TRUE,2019
0,Adult,0,0,25 to 34 years,m6,Mission,Apr,2023,TRUE,2023
0,Adult,0,0,60 to 64 years,r3,Richmond,Aug,2019,TRUE,2015
0,Adult,11,0,35 to 44 years,m6,Mission,Dec,2021,TRUE,2019
0,Adult,0,0,20 to 24 years,s7,Sunset,,,TRUE,2021
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2022
0,Adult,53,69,35 to 44 years,m6,Mission,Jul,2023,TRUE,2013
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,28,22,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2014
0,Adult,15,31,25 to 34 years,m6,Mission,Jun,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2017
3,Senior,0,0,65 to 74 years,m6,Mission,May,2022,TRUE,2015
3,Senior,0,0,65 to 74 years,m6,Mission,Jul,2023,TRUE,2015
1,Juvenile,0,0,10 to 19 years,s7,Sunset,,,TRUE,2020
1,Juvenile,0,0,0 to 9 years,s7,Sunset,,,TRUE,2020
0,Adult,0,0,45 to 54 years,s7,Sunset,,,TRUE,2019
0,Adult,0,0,20 to 24 years,s7,Sunset,,,TRUE,2019
2,Teen,0,0,10 to 19 years,s7,Sunset,,,FALSE,2019
0,Adult,8,5,20 to 24 years,s7,Sunset,Jul,2023,TRUE,2019
0,Adult,1,0,35 to 44 years,c2,Chinatown,Jan,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,c2,Chinatown,Aug,2019,TRUE,2019
3,Senior,471,9,65 to 74 years,c2,Chinatown,May,2018,TRUE,2005
2,Teen,1,1,10 to 19 years,r3,Richmond,May,2023,TRUE,2022
3,Senior,2,4,75 years and over,m6,Mission,Jul,2023,TRUE,2015
0,Adult,32,37,60 to 64 years,r3,Richmond,Jul,2022,TRUE,2003
0,Adult,0,0,25 to 34 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,24,0,25 to 34 years,s7,Sunset,May,2023,TRUE,2019
1,Juvenile,3,3,10 to 19 years,s7,Sunset,Jun,2023,TRUE,2022
0,Adult,0,0,45 to 54 years,s7,Sunset,Apr,2023,TRUE,2022
1,Juvenile,2,2,0 to 9 years,s7,Sunset,Jul,2022,TRUE,2022
0,Adult,47,13,45 to 54 years,s7,Sunset,Jul,2023,TRUE,2010
0,Adult,1,0,20 to 24 years,m6,Mission,Jul,2023,TRUE,2023
3,Senior,30,0,65 to 74 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,May,2023,TRUE,2018
3,Senior,0,0,75 years and over,r3,Richmond,Jun,2023,TRUE,2015
0,Adult,5,12,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,230,11,35 to 44 years,r3,Richmond,Mar,2023,TRUE,2011
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2012
0,Adult,0,0,20 to 24 years,m6,Mission,Nov,2019,TRUE,2019
0,Adult,84,124,25 to 34 years,s7,Sunset,Jan,2021,TRUE,2012
0,Adult,0,0,25 to 34 years,c2,Chinatown,,,TRUE,2019
0,Adult,0,0,25 to 34 years,c2,Chinatown,,,TRUE,2019
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2023
0,Adult,45,43,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,0,0,35 to 44 years,r3,Richmond,Jun,2022,TRUE,2022
0,Adult,0,0,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,s7,Sunset,Oct,2021,TRUE,2021
0,Adult,0,0,45 to 54 years,s7,Sunset,Jul,2023,TRUE,2012
2,Teen,4,2,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2020
0,Adult,0,0,35 to 44 years,r3,Richmond,Jun,2022,TRUE,2018
0,Adult,167,0,35 to 44 years,m6,Mission,Sep,2022,TRUE,2017
3,Senior,2,4,75 years and over,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,0,0,35 to 44 years,r3,Richmond,,,TRUE,2020
3,Senior,0,0,75 years and over,s7,Sunset,Jul,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2022
0,Adult,1,0,25 to 34 years,m6,Mission,Feb,2023,TRUE,2023
0,Adult,37,0,45 to 54 years,r3,Richmond,Nov,2022,TRUE,2017
0,Adult,5,4,35 to 44 years,m6,Mission,Jan,2020,TRUE,2019
3,Senior,0,0,65 to 74 years,r3,Richmond,Apr,2023,TRUE,2018
0,Adult,0,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2017
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2014
3,Senior,20,0,65 to 74 years,m6,Mission,Dec,2021,TRUE,2019
3,Senior,0,0,75 years and over,r3,Richmond,Jul,2023,TRUE,2011
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2022
0,Adult,0,0,45 to 54 years,s7,Sunset,Feb,2023,TRUE,2015
0,Adult,0,0,35 to 44 years,s7,Sunset,Oct,2022,TRUE,2022
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2014
3,Senior,0,0,75 years and over,s7,Sunset,May,2023,TRUE,2014
0,Adult,12,0,35 to 44 years,m6,Mission,Aug,2019,TRUE,2019
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2013
3,Senior,4,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2020
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Oct,2019,TRUE,2019
0,Adult,114,103,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2013
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2018
0,Adult,0,0,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2023
0,Adult,0,0,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2021
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,0,0,45 to 54 years,c2,Chinatown,Dec,2021,TRUE,2018
3,Senior,0,0,75 years and over,s7,Sunset,Feb,2023,TRUE,2023
3,Senior,0,0,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,c2,Chinatown,Sep,2021,TRUE,2017
3,Senior,0,0,75 years and over,m6,Mission,,,TRUE,2019
3,Senior,0,0,75 years and over,m6,Mission,May,2023,TRUE,2019
0,Adult,24,17,20 to 24 years,m6,Mission,Jul,2023,TRUE,2018
0,Adult,605,745,55 to 59 years,c2,Chinatown,May,2023,TRUE,2003
0,Adult,21,46,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2021
2,Teen,47,25,10 to 19 years,c2,Chinatown,Jul,2023,TRUE,2005
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2019
3,Senior,204,438,65 to 74 years,c2,Chinatown,Jan,2021,TRUE,2008
1,Juvenile,0,0,10 to 19 years,c2,Chinatown,Apr,2022,TRUE,2022
2,Teen,67,128,10 to 19 years,c2,Chinatown,Nov,2020,TRUE,2013
0,Adult,314,360,60 to 64 years,c2,Chinatown,May,2023,TRUE,2003
0,Adult,0,0,55 to 59 years,c2,Chinatown,Jul,2023,TRUE,2015
3,Senior,3,0,65 to 74 years,c2,Chinatown,Jul,2023,TRUE,2010
0,Adult,0,0,35 to 44 years,m6,Mission,Jun,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,m6,Mission,May,2022,TRUE,2019
0,Adult,0,0,45 to 54 years,m6,Mission,Jul,2022,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Sep,2022,TRUE,2018
0,Adult,86,39,45 to 54 years,r3,Richmond,Sep,2021,TRUE,2012
3,Senior,0,0,75 years and over,r3,Richmond,Sep,2019,TRUE,2013
0,Adult,4,0,60 to 64 years,r3,Richmond,Dec,2021,TRUE,2021
0,Adult,1,2,60 to 64 years,s7,Sunset,Jul,2023,TRUE,2018
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2017
0,Adult,6,5,35 to 44 years,m6,Mission,Jul,2023,TRUE,2007
0,Adult,148,24,45 to 54 years,m6,Mission,Jul,2023,TRUE,2007
3,Senior,29,21,75 years and over,m6,Mission,Jun,2021,FALSE,2009
0,Adult,0,0,60 to 64 years,r3,Richmond,Jul,2023,TRUE,2019
2,Teen,158,28,10 to 19 years,r3,Richmond,May,2019,TRUE,2011
0,Adult,33,17,35 to 44 years,r3,Richmond,Apr,2023,TRUE,2008
0,Adult,2,1,25 to 34 years,r3,Richmond,Sep,2022,TRUE,2022
3,Senior,1,3,65 to 74 years,r3,Richmond,Apr,2021,TRUE,2020
3,Senior,81,135,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2003
0,Adult,1239,1185,55 to 59 years,s7,Sunset,Mar,2023,TRUE,2003
0,Adult,0,0,35 to 44 years,s7,Sunset,Sep,2022,FALSE,2022
0,Adult,0,0,60 to 64 years,c2,Chinatown,Dec,2021,TRUE,2015
3,Senior,0,0,65 to 74 years,c2,Chinatown,Sep,2021,TRUE,2019
0,Adult,11,28,60 to 64 years,c2,Chinatown,Feb,2023,TRUE,2016
0,Adult,315,172,20 to 24 years,c2,Chinatown,Jul,2023,TRUE,2008
2,Teen,87,22,10 to 19 years,c2,Chinatown,Dec,2021,TRUE,2018
0,Adult,58,8,45 to 54 years,c2,Chinatown,Nov,2021,TRUE,2018
0,Adult,0,0,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2016
3,Senior,2497,6484,75 years and over,c2,Chinatown,Jul,2023,TRUE,2003
0,Adult,9,18,60 to 64 years,c2,Chinatown,Apr,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,c2,Chinatown,Mar,2023,TRUE,2023
3,Senior,0,0,65 to 74 years,c2,Chinatown,,,TRUE,2023
0,Adult,81,6,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2008
0,Adult,21,24,60 to 64 years,c2,Chinatown,Oct,2021,TRUE,2016
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2014
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jul,2023,TRUE,2023
0,Adult,1,0,35 to 44 years,m6,Mission,Jun,2023,TRUE,2017
0,Adult,0,0,25 to 34 years,m6,Mission,May,2023,TRUE,2018
0,Adult,26,0,35 to 44 years,m6,Mission,Jan,2021,TRUE,2006
0,Adult,151,242,35 to 44 years,m6,Mission,Jul,2023,TRUE,2012
0,Adult,0,0,25 to 34 years,m6,Mission,Jan,2022,TRUE,2020
0,Adult,2,4,60 to 64 years,m6,Mission,Aug,2022,TRUE,2022
0,Adult,0,0,35 to 44 years,m6,Mission,Jun,2023,TRUE,2015
0,Adult,0,0,35 to 44 years,m6,Mission,Aug,2020,TRUE,2018
